time,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-18 18:00:00,2013.0,3.0,18.0,20.5,35.833333333333336,135.5,13.0,37.833333333333336,516.6666666666666,48.0
2013-03-19 00:00:00,2013.0,3.0,19.0,2.5,20.0,12.833333333333334,5.333333333333333,31.5,516.6666666666666,32.5
2013-03-19 06:00:00,2013.0,3.0,19.0,8.5,45.0,20.666666666666668,5.666666666666667,31.666666666666668,583.3333333333334,28.666666666666668
2013-03-19 12:00:00,2013.0,3.0,19.0,14.5,32.666666666666664,20.333333333333332,3.5,26.166666666666668,433.3333333333333,46.166666666666664
2013-03-19 18:00:00,2013.0,3.0,19.0,20.5,20.166666666666668,6.0,3.0,27.5,383.3333333333333,52.666666666666664
2013-03-20 00:00:00,2013.0,3.0,20.0,2.5,13.0,6.0,3.0,14.166666666666666,250.0,70.5
2013-03-20 06:00:00,2013.0,3.0,20.0,8.5,40.166666666666664,31.333333333333332,3.6666666666666665,39.666666666666664,883.3333333333334,34.833333333333336
2013-03-20 12:00:00,2013.0,3.0,20.0,14.5,22.666666666666668,18.333333333333332,14.0,20.166666666666668,266.6666666666667,82.5
2013-03-20 18:00:00,2013.0,3.0,20.0,20.5,67.16666666666667,76.16666666666667,5.833333333333333,58.333333333333336,966.6666666666666,30.666666666666668
2013-03-21 00:00:00,2013.0,3.0,21.0,2.5,94.16666666666667,97.5,4.333333333333333,65.66666666666667,1280.0,5.8
2013-03-21 06:00:00,2013.0,3.0,21.0,8.5,88.16666666666667,96.83333333333333,13.166666666666666,57.0,1566.1666666666667,12.333333333333334
2013-03-21 12:00:00,2013.0,3.0,21.0,14.5,143.83333333333334,154.0,48.166666666666664,58.333333333333336,1183.3333333333333,58.0
2013-03-21 18:00:00,2013.0,3.0,21.0,20.5,162.5,171.16666666666666,16.5,69.0,1433.0,35.666666666666664
2013-03-22 00:00:00,2013.0,3.0,22.0,2.5,89.83333333333333,113.0,18.166666666666668,38.166666666666664,800.0,59.833333333333336
2013-03-22 06:00:00,2013.0,3.0,22.0,8.5,52.166666666666664,70.83333333333333,18.166666666666668,36.333333333333336,266.6666666666667,67.66666666666667
2013-03-22 12:00:00,2013.0,3.0,22.0,14.5,48.0,125.5,28.5,34.833333333333336,650.0,71.83333333333333
2013-03-22 18:00:00,2013.0,3.0,22.0,20.5,69.5,118.66666666666667,15.666666666666666,25.833333333333332,833.3333333333334,38.333333333333336
2013-03-23 00:00:00,2013.0,3.0,23.0,2.5,38.333333333333336,51.0,8.833333333333334,46.166666666666664,900.0,15.0
2013-03-23 06:00:00,2013.0,3.0,23.0,8.5,49.5,59.5,26.333333333333332,34.0,1083.3333333333333,22.666666666666668
2013-03-23 12:00:00,2013.0,3.0,23.0,14.5,65.83333333333333,87.0,73.5,4.5,983.3333333333334,49.333333333333336
2013-03-23 18:00:00,2013.0,3.0,23.0,20.5,6.333333333333333,12.666666666666666,6.0,,216.66666666666666,88.0
2013-03-24 00:00:00,2013.0,3.0,24.0,2.5,4.333333333333333,9.833333333333334,6.666666666666667,13.0,316.6666666666667,67.0
2013-03-24 06:00:00,2013.0,3.0,24.0,8.5,4.166666666666667,7.666666666666667,5.833333333333333,11.5,266.6666666666667,72.16666666666667
2013-03-24 12:00:00,2013.0,3.0,24.0,14.5,6.166666666666667,11.333333333333334,3.6666666666666665,,200.0,91.66666666666667
2013-03-24 18:00:00,2013.0,3.0,24.0,20.5,33.0,54.166666666666664,7.0,,700.0,48.304100000000005
2013-03-25 00:00:00,2013.0,3.0,25.0,2.5,46.833333333333336,75.83333333333333,9.475466666666668,4.738425,,7.96824
2013-03-25 06:00:00,2013.0,3.0,25.0,8.5,66.33333333333333,86.83333333333333,32.0,4.666666666666667,,23.4549
2013-03-25 12:00:00,2013.0,3.0,25.0,14.5,104.33333333333333,123.33333333333333,62.833333333333336,6.166666666666667,1799.5,74.65910000000001
2013-03-25 18:00:00,2013.0,3.0,25.0,20.5,150.33333333333334,191.16666666666666,26.5,10.0,2149.3333333333335,29.5
2013-03-26 00:00:00,2013.0,3.0,26.0,2.5,127.66666666666667,151.66666666666666,9.666666666666666,4.333333333333333,1899.6,13.951866666666668
2013-03-26 06:00:00,2013.0,3.0,26.0,8.5,150.83333333333334,178.33333333333334,22.166666666666668,6.666666666666667,1883.1666666666667,8.166666666666666
2013-03-26 12:00:00,2013.0,3.0,26.0,14.5,224.0,253.16666666666666,61.166666666666664,5.833333333333333,1583.3333333333333,49.166666666666664
2013-03-26 18:00:00,2013.0,3.0,26.0,20.5,226.0,258.1666666666667,36.333333333333336,7.333333333333333,1979.6,18.154233333333334
2013-03-27 00:00:00,2013.0,3.0,27.0,2.5,199.33333333333334,222.83333333333334,11.666666666666666,,2066.6666666666665,6.166666666666667
2013-03-27 06:00:00,2013.0,3.0,27.0,8.5,134.83333333333334,186.66666666666666,20.166666666666668,,1783.0,14.5
2013-03-27 12:00:00,2013.0,3.0,27.0,14.5,33.0,103.4,11.333333333333334,11.6,1000.0,101.37306666666666
2013-03-27 18:00:00,2013.0,3.0,27.0,20.5,8.833333333333334,32.5,3.1666666666666665,9.0,783.3333333333334,103.16666666666667
2013-03-28 00:00:00,2013.0,3.0,28.0,2.5,10.666666666666666,18.166666666666668,4.5,8.333333333333334,733.3333333333334,87.5
2013-03-28 06:00:00,2013.0,3.0,28.0,8.5,14.333333333333334,35.833333333333336,12.333333333333334,21.666666666666668,783.3333333333334,72.0
2013-03-28 12:00:00,2013.0,3.0,28.0,14.5,15.5,31.166666666666668,6.5,10.333333333333334,633.3333333333334,100.83333333333333
2013-03-28 18:00:00,2013.0,3.0,28.0,20.5,36.833333333333336,69.66666666666667,7.0,37.666666666666664,1033.3333333333333,52.166666666666664
2013-03-29 00:00:00,2013.0,3.0,29.0,2.5,22.833333333333332,42.166666666666664,5.666666666666667,28.833333333333332,860.0,38.4
2013-03-29 06:00:00,2013.0,3.0,29.0,8.5,26.666666666666668,59.666666666666664,10.666666666666666,35.0,520.0,38.9256
2013-03-29 12:00:00,2013.0,3.0,29.0,14.5,55.833333333333336,94.0,35.666666666666664,30.8,916.6666666666666,77.66666666666667
2013-03-29 18:00:00,2013.0,3.0,29.0,20.5,82.0,127.0,42.166666666666664,48.0,1299.8333333333333,45.166666666666664
2013-03-30 00:00:00,2013.0,3.0,30.0,2.5,70.0,121.66666666666667,79.16666666666667,52.0,2049.8333333333335,17.0
2013-03-30 06:00:00,2013.0,3.0,30.0,8.5,79.83333333333333,138.66666666666666,78.83333333333333,44.166666666666664,2033.1666666666667,39.333333333333336
2013-03-30 12:00:00,2013.0,3.0,30.0,14.5,81.16666666666667,133.5,57.5,26.166666666666668,1183.3333333333333,97.5
2013-03-30 18:00:00,2013.0,3.0,30.0,20.5,93.0,111.33333333333333,22.833333333333332,35.333333333333336,733.3333333333334,68.66666666666667
2013-03-31 00:00:00,2013.0,3.0,31.0,2.5,85.0,91.33333333333333,18.333333333333332,29.833333333333332,700.0,45.5
2013-03-31 06:00:00,2013.0,3.0,31.0,8.5,116.33333333333333,156.66666666666666,23.5,35.0,866.6666666666666,19.833333333333332
2013-03-31 12:00:00,2013.0,3.0,31.0,14.5,195.83333333333334,247.0,29.833333333333332,45.166666666666664,1100.0,17.666666666666668
2013-03-31 18:00:00,2013.0,3.0,31.0,20.5,210.5,231.5,29.166666666666668,48.5,1433.1666666666667,19.833333333333332
2013-04-01 00:00:00,2013.0,4.0,1.0,2.5,205.0,214.0,23.166666666666668,35.5,1499.6666666666667,12.0
2013-04-01 06:00:00,2013.0,4.0,1.0,8.5,250.16666666666666,270.1666666666667,33.5,53.666666666666664,2116.5,13.166666666666666
2013-04-01 12:00:00,2013.0,4.0,1.0,14.5,42.5,55.5,18.0,8.5,533.3333333333334,100.33333333333333
2013-04-01 18:00:00,2013.0,4.0,1.0,20.5,20.166666666666668,19.333333333333332,5.666666666666667,10.166666666666666,366.6666666666667,92.33333333333333
2013-04-02 00:00:00,2013.0,4.0,2.0,2.5,10.666666666666666,27.0,3.0,13.333333333333334,320.0,67.6
2013-04-02 06:00:00,2013.0,4.0,2.0,8.5,29.0,46.0,12.166666666666666,34.666666666666664,580.0,42.2106
2013-04-02 12:00:00,2013.0,4.0,2.0,14.5,118.83333333333333,157.83333333333334,32.833333333333336,46.333333333333336,1016.6666666666666,120.83333333333333
2013-04-02 18:00:00,2013.0,4.0,2.0,20.5,150.5,234.66666666666666,36.666666666666664,65.83333333333333,1866.5,52.0
2013-04-03 00:00:00,2013.0,4.0,3.0,2.5,124.16666666666667,152.83333333333334,23.666666666666668,27.333333333333332,1180.0,62.87686666666667
2013-04-03 06:00:00,2013.0,4.0,3.0,8.5,124.66666666666667,174.66666666666666,30.833333333333332,44.0,1183.0,56.166666666666664
2013-04-03 12:00:00,2013.0,4.0,3.0,14.5,109.33333333333333,347.8333333333333,48.166666666666664,31.666666666666668,1449.8333333333333,134.83333333333334
2013-04-03 18:00:00,2013.0,4.0,3.0,20.5,61.833333333333336,141.33333333333334,18.666666666666668,44.666666666666664,633.3333333333334,68.83333333333333
2013-04-04 00:00:00,2013.0,4.0,4.0,2.5,49.5,85.0,30.333333333333332,31.0,1033.1666666666667,42.0
2013-04-04 06:00:00,2013.0,4.0,4.0,8.5,56.0,96.0,79.66666666666667,39.833333333333336,2032.8333333333333,47.0
2013-04-04 12:00:00,2013.0,4.0,4.0,14.5,63.833333333333336,99.16666666666667,40.333333333333336,42.0,1666.6666666666667,49.0
2013-04-04 18:00:00,2013.0,4.0,4.0,20.5,66.66666666666667,64.83333333333333,12.833333333333334,36.5,1566.5,27.833333333333332
2013-04-05 00:00:00,2013.0,4.0,5.0,2.5,65.83333333333333,35.666666666666664,13.666666666666666,20.0,1415.8333333333333,27.0
2013-04-05 06:00:00,2013.0,4.0,5.0,8.5,88.0,66.0,14.666666666666666,17.5,1349.6666666666667,36.333333333333336
2013-04-05 12:00:00,2013.0,4.0,5.0,14.5,12.166666666666666,14.166666666666666,3.0,,200.0,88.16666666666667
2013-04-05 18:00:00,2013.0,4.0,5.0,20.5,12.666666666666666,18.5,4.333333333333333,8.6,266.6666666666667,89.33333333333333
2013-04-06 00:00:00,2013.0,4.0,6.0,2.5,4.5,8.333333333333334,3.1666666666666665,5.0,340.0,62.6
2013-04-06 06:00:00,2013.0,4.0,6.0,8.5,17.333333333333332,29.333333333333332,8.166666666666666,15.166666666666666,466.6666666666667,55.5
2013-04-06 12:00:00,2013.0,4.0,6.0,14.5,4.833333333333333,9.0,3.3333333333333335,3.0,383.3333333333333,99.83333333333333
2013-04-06 18:00:00,2013.0,4.0,6.0,20.5,32.0,73.0,3.5,38.666666666666664,650.0,35.833333333333336
2013-04-07 00:00:00,2013.0,4.0,7.0,2.5,50.166666666666664,80.33333333333333,10.5,40.333333333333336,950.0,10.833333333333334
2013-04-07 06:00:00,2013.0,4.0,7.0,8.5,69.66666666666667,113.66666666666667,58.333333333333336,45.333333333333336,2149.6666666666665,31.833333333333332
2013-04-07 12:00:00,2013.0,4.0,7.0,14.5,80.16666666666667,126.33333333333333,52.833333333333336,33.833333333333336,1083.3333333333333,80.5
2013-04-07 18:00:00,2013.0,4.0,7.0,20.5,71.16666666666667,135.5,33.833333333333336,45.5,766.6666666666666,68.33333333333333
2013-04-08 00:00:00,2013.0,4.0,8.0,2.5,20.5,33.0,4.666666666666667,13.333333333333334,350.0,66.83333333333333
2013-04-08 06:00:00,2013.0,4.0,8.0,8.5,18.0,68.5,3.0,,300.0,97.66666666666667
2013-04-08 12:00:00,2013.0,4.0,8.0,14.5,19.333333333333332,69.0,3.0,,400.0,99.33333333333333
2013-04-08 18:00:00,2013.0,4.0,8.0,20.5,16.666666666666668,94.66666666666667,3.0,,350.0,99.66666666666667
2013-04-09 00:00:00,2013.0,4.0,9.0,2.5,11.166666666666666,20.166666666666668,3.0,,300.0,104.0
2013-04-09 06:00:00,2013.0,4.0,9.0,8.5,13.0,17.5,3.0,,400.0,104.0
2013-04-09 12:00:00,2013.0,4.0,9.0,14.5,11.333333333333334,16.0,3.1666666666666665,3.5,500.0,103.5
2013-04-09 18:00:00,2013.0,4.0,9.0,20.5,9.833333333333334,15.333333333333334,3.1666666666666665,3.4,450.0,101.83333333333333
2013-04-10 00:00:00,2013.0,4.0,10.0,2.5,9.333333333333334,10.5,2.6904000000000003,,240.0,92.67084
2013-04-10 06:00:00,2013.0,4.0,10.0,8.5,16.5,23.5,6.0,15.2,333.3333333333333,77.7903
2013-04-10 12:00:00,2013.0,4.0,10.0,14.5,9.0,8.833333333333334,3.1666666666666665,15.0,200.0,103.9584
2013-04-10 18:00:00,2013.0,4.0,10.0,20.5,3.0,5.166666666666667,3.0,48.5,,81.4674
2013-04-11 00:00:00,2013.0,4.0,11.0,2.5,3.0,13.833333333333334,4.166666666666667,38.8378,300.0,50.0514
2013-04-11 06:00:00,2013.0,4.0,11.0,8.5,4.833333333333333,63.833333333333336,8.666666666666666,63.833333333333336,400.0,41.6976
2013-04-11 12:00:00,2013.0,4.0,11.0,14.5,3.0,10.5,3.0,63.2021,,112.49069999999999
2013-04-11 18:00:00,2013.0,4.0,11.0,20.5,39.666666666666664,83.33333333333333,4.166666666666667,70.83333333333333,400.0,62.9034
2013-04-12 00:00:00,2013.0,4.0,12.0,2.5,20.333333333333332,36.5,4.333333333333333,11.0,266.6666666666667,58.44726666666667
2013-04-12 06:00:00,2013.0,4.0,12.0,8.5,29.5,81.0,17.833333333333332,32.5,533.3333333333334,42.333333333333336
2013-04-12 12:00:00,2013.0,4.0,12.0,14.5,56.5,106.16666666666667,22.5,62.6,550.0,75.9894
2013-04-12 18:00:00,2013.0,4.0,12.0,20.5,115.66666666666667,261.3333333333333,22.166666666666668,114.83333333333333,1566.5,10.666666666666666
2013-04-13 00:00:00,2013.0,4.0,13.0,2.5,73.16666666666667,101.83333333333333,11.166666666666666,39.833333333333336,800.0,23.333333333333332
2013-04-13 06:00:00,2013.0,4.0,13.0,8.5,85.5,166.66666666666666,26.833333333333332,53.5,775.0,32.660466666666665
2013-04-13 12:00:00,2013.0,4.0,13.0,14.5,20.333333333333332,56.666666666666664,7.0,8.0,166.66666666666666,98.83333333333333
2013-04-13 18:00:00,2013.0,4.0,13.0,20.5,7.333333333333333,23.5,4.666666666666667,3.0,166.66666666666666,108.16666666666667
2013-04-14 00:00:00,2013.0,4.0,14.0,2.5,8.166666666666666,20.166666666666668,4.666666666666667,8.0,200.0,97.2
2013-04-14 06:00:00,2013.0,4.0,14.0,8.5,9.333333333333334,23.0,6.142666666666667,10.273733333333334,300.0,88.42663333333333
2013-04-14 12:00:00,2013.0,4.0,14.0,14.5,35.166666666666664,119.0,13.190266666666666,25.35983333333333,520.0,96.30286666666666
2013-04-14 18:00:00,2013.0,4.0,14.0,20.5,60.166666666666664,181.66666666666666,16.166666666666668,56.833333333333336,766.6666666666666,57.5
2013-04-15 00:00:00,2013.0,4.0,15.0,2.5,66.5,164.5,24.666666666666668,67.5,1100.0,16.0
2013-04-15 06:00:00,2013.0,4.0,15.0,8.5,66.83333333333333,142.16666666666666,29.833333333333332,45.166666666666664,1000.0,40.333333333333336
2013-04-15 12:00:00,2013.0,4.0,15.0,14.5,78.5,219.83333333333334,66.66666666666667,33.0,1500.0,128.16666666666666
2013-04-15 18:00:00,2013.0,4.0,15.0,20.5,68.0,262.0,63.0,33.666666666666664,1250.0,92.33333333333333
2013-04-16 00:00:00,2013.0,4.0,16.0,2.5,56.333333333333336,155.5,61.5,23.333333333333332,1216.6666666666667,73.0
2013-04-16 06:00:00,2013.0,4.0,16.0,8.5,67.33333333333333,179.83333333333334,43.666666666666664,43.833333333333336,1199.8333333333333,57.666666666666664
2013-04-16 12:00:00,2013.0,4.0,16.0,14.5,28.166666666666668,52.833333333333336,9.166666666666666,7.5,283.3333333333333,119.16666666666667
2013-04-16 18:00:00,2013.0,4.0,16.0,20.5,55.833333333333336,160.0,20.166666666666668,34.5,616.6666666666666,94.33333333333333
2013-04-17 00:00:00,2013.0,4.0,17.0,2.5,48.666666666666664,77.5,21.0,28.833333333333332,550.0,70.66666666666667
2013-04-17 06:00:00,2013.0,4.0,17.0,8.5,54.833333333333336,87.66666666666667,25.5,41.0,683.3333333333334,52.166666666666664
2013-04-17 12:00:00,2013.0,4.0,17.0,14.5,50.5,91.66666666666667,34.0,20.833333333333332,800.0,112.0
2013-04-17 18:00:00,2013.0,4.0,17.0,20.5,42.0,99.33333333333333,13.5,26.166666666666668,450.0,90.16666666666667
2013-04-18 00:00:00,2013.0,4.0,18.0,2.5,10.0,46.333333333333336,4.6,4.0,200.0,94.0
2013-04-18 06:00:00,2013.0,4.0,18.0,8.5,8.833333333333334,20.333333333333332,4.333333333333333,4.666666666666667,200.0,90.33333333333333
2013-04-18 12:00:00,2013.0,4.0,18.0,14.5,10.166666666666666,23.0,5.118666666666667,3.8106,225.0,106.39753333333333
2013-04-18 18:00:00,2013.0,4.0,18.0,20.5,19.5,44.666666666666664,6.5,19.166666666666668,300.0,83.33333333333333
2013-04-19 00:00:00,2013.0,4.0,19.0,2.5,28.833333333333332,88.0,22.333333333333332,27.833333333333332,725.0,57.166666666666664
2013-04-19 06:00:00,2013.0,4.0,19.0,8.5,40.0,77.16666666666667,30.0,35.666666666666664,950.0,61.0
2013-04-19 12:00:00,2013.0,4.0,19.0,14.5,48.0,69.66666666666667,15.666666666666666,24.0,666.6666666666666,86.83333333333333
2013-04-19 18:00:00,2013.0,4.0,19.0,20.5,58.0,81.66666666666667,10.5,33.833333333333336,700.0,66.66666666666667
2013-04-20 00:00:00,2013.0,4.0,20.0,2.5,68.66666666666667,79.33333333333333,5.833333333333333,55.833333333333336,766.6666666666666,10.166666666666666
2013-04-20 06:00:00,2013.0,4.0,20.0,8.5,78.83333333333333,85.16666666666667,10.333333333333334,34.333333333333336,800.0,38.166666666666664
2013-04-20 12:00:00,2013.0,4.0,20.0,14.5,70.0,91.5,16.0,26.666666666666668,766.6666666666666,130.5
